schema,uuid,id,title,abstract,keyword,link,responsibleParty,metadatacreationdate,geoBox,image,LegalConstraints,temporalExtent,parentId,datasetcreationdate,Constraints,SecurityConstraints
 iso19139,7a945263,712,ATMO/ Lake Erie,,wind_speed wind_speed double wind_speed(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=7a945263######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=7a945263######http://tds.glos.us/thredds/dodsC/ATMO/7a945263.nc,2015-08-20,,,,,,,
 iso19139,e251884c,715,ATMO/ Lake St. Clair,,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=e251884c######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=e251884c######http://tds.glos.us/thredds/dodsC/ATMO/e251884c.nc,2015-08-20,,,,,,,
 iso19139,65deece7,714,ATMO/Great Lakes (and St. Clair) Combined Cloud Cover,,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=65deece7######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=65deece7######http://tds.glos.us/thredds/dodsC/ATMO/65deece7.nc,2015-08-20,,,,,,,
 iso19139,213cdcef,717,ATMO/ Lake Michigan,,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=213cdcef######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=213cdcef######http://tds.glos.us/thredds/dodsC/ATMO/213cdcef.nc,2015-08-20,,,,,,,
 iso19139,b9cea88e,716,ATMO/ Lake Michigan-Huron  (including Georgian Bay),,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=b9cea88e######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=b9cea88e######http://tds.glos.us/thredds/dodsC/ATMO/b9cea88e.nc,2015-08-20,,,,,,,
 iso19139,90302d4b,719,ATMO/ Lake Huron (without Georgian Bay),,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=90302d4b######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=90302d4b######http://tds.glos.us/thredds/dodsC/ATMO/90302d4b.nc,2015-08-20,,,,,,,
 iso19139,bfe8f37b,718,ATMO/Georgian Bay,,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=bfe8f37b######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=bfe8f37b######http://tds.glos.us/thredds/dodsC/ATMO/bfe8f37b.nc,2015-08-20,,,,,,,
 iso19139,019b8701,728,PRECIP/ Lake Superior Beginning-of-Month Levels,,water_level water_level double water_level(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=019b8701######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=019b8701######http://tds.glos.us/thredds/dodsC/PRECIP/019b8701.nc,2015-08-20,,,,,,,
 iso19139,19d8def3,729,PRECIP/ Lake Erie Beginning-of-Month Levels,,water_level water_level double water_level(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=19d8def3######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=19d8def3######http://tds.glos.us/thredds/dodsC/PRECIP/19d8def3.nc,2015-08-20,,,,,,,
 iso19139,353c835f,730,PRECIP/ Lake Ontario Beginning-of-Month Levels,,water_level water_level double water_level(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=353c835f######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=353c835f######http://tds.glos.us/thredds/dodsC/PRECIP/353c835f.nc,2015-08-20,,,,,,,
 iso19139,9e8fb654,731,PRECIP/     Lake Michigan OverBasin Precipitation (millimeters),,precipitation precipitation double precipitation(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=9e8fb654######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=9e8fb654######http://tds.glos.us/thredds/dodsC/PRECIP/9e8fb654.nc,2015-08-20,,,,,,,
 iso19139,03e89643,720,ATMO/ Lake Superior,,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=03e89643######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=03e89643######http://tds.glos.us/thredds/dodsC/ATMO/03e89643.nc,2015-08-20,,,,,,,
 iso19139,4d793972,721,ATMO/ Lake Huron (with Georgian Bay),,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=4d793972######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=4d793972######http://tds.glos.us/thredds/dodsC/ATMO/4d793972.nc,2015-08-20,,,,,,,
 iso19139,6cb5493b,722,ATMO/ Lake Erie,,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=6cb5493b######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=6cb5493b######http://tds.glos.us/thredds/dodsC/ATMO/6cb5493b.nc,2015-08-20,,,,,,,
 iso19139,56912a84,723,ATMO/ Lake Ontario,,cloud_cover large_scale_cloud_area_fraction double cloud_cover(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=56912a84######http://tds.glos.us/thredds/glerl/ATMO.xml######http://tds.glos.us/thredds/glerl/ATMO.html?dataset=56912a84######http://tds.glos.us/thredds/dodsC/ATMO/56912a84.nc,2015-08-20,,,,,,,
 iso19139,719e3b1e,724,PRECIP/ Lake Michigan-Huron Beginning-of-Month Levels,,water_level water_level double water_level(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=719e3b1e######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=719e3b1e######http://tds.glos.us/thredds/dodsC/PRECIP/719e3b1e.nc,2015-08-20,,,,,,,
 iso19139,276d3460,725,PRECIP/ Lake St. Clair Beginning-of-Month Levels,,water_level water_level double water_level(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=276d3460######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=276d3460######http://tds.glos.us/thredds/dodsC/PRECIP/276d3460.nc,2015-08-20,,,,,,,
 iso19139,bfcf2719,726,PRECIP/ Lake Michigan Beginning-of-Month Levels,,water_level water_level double water_level(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=bfcf2719######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=bfcf2719######http://tds.glos.us/thredds/dodsC/PRECIP/bfcf2719.nc,2015-08-20,,,,,,,
 iso19139,6370698d,727,PRECIP/ Lake Huron Beginning-of-Month Levels,,water_level water_level double water_level(time) GLOS,Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=6370698d######http://tds.glos.us/thredds/glerl/PRECIP.xml######http://tds.glos.us/thredds/glerl/PRECIP.html?dataset=6370698d######http://tds.glos.us/thredds/dodsC/PRECIP/6370698d.nc,2015-08-20,,,,,,,
 iso19139,e1ddf058-73a0-4978-b11d-8a889063441f,270,Phragmites Habitat Suitability,"Habitat suitability was estimated for invasive Phragmites in the coastal Great Lakes region (shoreline to 10 km inland).  These estimates were based on current distribution patterns and environmental conditions.  Phragmites presence or absence was defined based on a distribution map produced by cooperative research between the GLSC and Michigan Technical Research Institute.  Environmental variables were processed in a Geographic Information System (GIS) and came from existing publicly available sources.  Variables include descriptors of soils, nutrients, topography, ecoregion, anthropogenic disturbance, and climate.  Environmental conditions and Phragmites presence/absence were sampled in a GIS at points established at systematic 100-m intervals across the study area.Habitat suitability was estimated for Phragmites at each systematic sample location.  A correlative ecological niche model (boosted regression trees) was used to produce a continuous probabilistic index that ranged between zero and one.  This index was rescaled in to six categories of relative habitat suitability by specifying a threshold for suitable/unsuitable conditions where the proportion of presence locations classified as suitable equated to the proportion of absence locations classified as unsuitable.  After applying this threshold, the data ranges classified as suitable/unsuitable were split at equal increments to result in six categories of relative suitability.","Great Lakes coastal wetlands, Great Lakes Restoration Initiative (GLRI), forecasting invasive Phragmites corridors, species distribution modeling, boosted regression trees, vulnerability assessment",,,"######javascript:addWMSLayer([[\""0\"",\""http://cida.usgs.gov/arcgis/services/GLRI68_Phragmites/MapServer/WMSServer\"", \""0\"",\""270\""]])###/metadata/srv/eng/google.kml?uuid=e1ddf058-73a0-4978-b11d-8a889063441f&layers=0",2014-08-11T16:00:42,e433d82a-e5bc-4eb0-a853-76cbe0913250,/metadata/srv/eng/resources.get?id=270&fname=habitat_suitability_s.png&access=public###/metadata/srv/eng/graphover.show?id=270&fname=habitat_suitability.png&access=public,REQUIRED: The person responsible for the metadata information.REQUIRED: The organization responsible for the metadata information.REQUIRED: The telephone number by which individuals can speak to the organization or individual.REQUIRED: The city of the address.REQUIRED: The state or province of the address.REQUIRED: The ZIP or other postal code of the address.,,,,
 iso19139,b594ec11-3d1f-4a24-9f7b-db9fd6aa367f,267,Lidar Topo-Bathymetry,"These files were used to construct corridors estimating the extent of new coastal corridors exposed by reduced lake levels. They are included here to show the available horizontal extent of lidar-derived topo-bathymetric data and thus explicitly identify gaps and limitations of predicted corridor extents under various reduced lake level scenarios. In addition, these files provide users with a background layer that depicts the topographic variability of the submerged near-shore lake bed and terrestrial landscape.These files are 5m grid representations of the hydrographic and topographic data collected by the CHARTS system along the coasts of the U.S. sides of Lake Michigan, Lake Huron, Lake St. Clair, Lake Erie, and Lake Ontario as part of the National Coastal Mapping Program. Similar data exist for portions of the Lake Superior coastal zone, but are not viewable on the interactive maps associated with this online resourse.The 5m grid representation of the data are based on the ASCII xyz files containing the hydrographic data and the topographic last return (TL) data. An example file name is \""2007_NCMP_MI_Huron_47_5mGrid.tif .\"" The data file names are based on the year, project, area name, box number, and product type. Data were collected from 2006 to 2010, and for multiple dates along portions of the above listed lakes' coastal zones as well as their connecting channels.  These data do not represent spatially complete contiguous coverages along the entire coast, and are limited where turbidity or aquatic vegetation prevented light penetration through the water column when flights were conducted.Where multiple date data were available, the year's data whose bathymetric coverage were most complete were used preferentially as the primary year, and the alternate year's data were used to fill any gaps imposed by turbidity or aquatic vegetation in the primary year. In these cases, the tiles file name reflects the two years' coincident data, with the first year listed in the file name representing the primary year selected.The data were collected and processed in geographic coordinates and ellipsoid heights. The positions are provided relative to NAD83 in decimal degrees of longitude and latitude. The heights were converted from ellipsoid to orthometric heights (NAVD88) using NGS' Geoid03 model file \""g2003u08.bin\"" with the results in meters. Once converted to orthometric heights, the data were then converted to IGLD85 using the VDatum program from NOAA (National Oceanic and Atmospheric Administration).","Topography Lidar elevation Bathymetry Phragmites Great Lakes coastal corridors Great Lakes Coastal Zones CHARTS U.S. Army Corps of Engineers, Mobile District SHOALS NCMP JALBTCX 2006-2008",Access constraints Other restrictions: Limitation not listed  Other constraints access constraints:  none  access constraints: none Use constraints Other restrictions: Limitation not listed  Other constraints use constraints: These data depict the heights at the time of the survey and are only accurate for that time. Acknowledgement of the Joint Airborne Lidar Bathymetry Technical Center of  eXpertise (JALBTCX) would be appreciated in any publications or derived products.  use constraints: These data depict the heights at the time of the survey and are only accurate for that time. Acknowledgement of the Joint Airborne Lidar Bathymetry Technical Center of eXpertise (JALBTCX) would be appreciated in any publications or derived products.,,"######javascript:addWMSLayer([[\""17\"",\""http://cida.usgs.gov/arcgis/services/GLRI68_Phragmites_lidar/MapServer/WMSServer\"", \""17\"",\""267\""]])###/metadata/srv/eng/google.kml?uuid=b594ec11-3d1f-4a24-9f7b-db9fd6aa367f&layers=17#########javascript:addWMSLayer([[\""13\"",\""http://cida.usgs.gov/arcgis/services/GLRI68_Phragmites_lidar/MapServer/WMSServer\"", \""13\"",\""267\""]])###/metadata/srv/eng/google.kml?uuid=b594ec11-3d1f-4a24-9f7b-db9fd6aa367f&layers=13#########javascript:addWMSLayer([[\""9\"",\""http://cida.usgs.gov/arcgis/services/GLRI68_Phragmites_lidar/MapServer/WMSServer\"", \""9\"",\""267\""]])###/metadata/srv/eng/google.kml?uuid=b594ec11-3d1f-4a24-9f7b-db9fd6aa367f&layers=9#########javascript:addWMSLayer([[\""5\"",\""http://cida.usgs.gov/arcgis/services/GLRI68_Phragmites_lidar/MapServer/WMSServer\"", \""5\"",\""267\""]])###/metadata/srv/eng/google.kml?uuid=b594ec11-3d1f-4a24-9f7b-db9fd6aa367f&layers=5",2014-08-11T16:00:32,e433d82a-e5bc-4eb0-a853-76cbe0913250,/metadata/srv/eng/resources.get?id=267&fname=Screen_shot_2011-05-20_at_3.02.48_PM_s.png&access=public###/metadata/srv/eng/graphover.show?id=267&fname=Screen_shot_2011-05-20_at_3.02.48_PM.png&access=public,"Kurt KowalskiUnited States Geological Survey (USGS) Great Lakes Science Center (GLSC)Research Ecologist734-994-33311491 Green RdAnn ArborMI48105U.S.kkowalski@usgs.govhttp://cida.usgs.gov/glri/projects/accountability/Phragmites_invasion.html###JALBTCXData Production Manager228-252-1121228-252-1111228-252-11337225 Stennis Airport Rd., STE 100KilnMS39556shoals-info@sam.usace.army.mil8am- 5pm Monday through Friday",,,,
 iso19139,d6d9dd6b-4334-4673-b0a2-bdf23a2f754d,902,Lake Ontario - MODIS - Dissolved Organic Carbon - Aggregation,Aggregation of Dissolved Organic Carbon from Lake Ontario and surrounding waters from MODIS satellites.,dissolved solids organic matter water quality GLOS MODIS MTRI DOC Satellite GLOS MTRI GLOS DMAC Dissolved Organic Compounds latitude longitude time Lake Ontario Great Lakes satellite,Use limitation LICENSE  LICENSE,,,2015-10-16T14:48:39,,,Colin BrooksMichigan Tech Research Institute (MTRI)cnbrooks@mtu.eduhttp://www.mtri.org/httpweb browser###Colin BrooksMichigan Tech Research Institute (MTRI)cnbrooks@mtu.eduhttp://www.mtri.org/httpweb browser,,-80.09483209999999###-75.4694921###42.834835999999996###44.876784,,
 iso19139,7bafa157-2ba3-4e85-bbcd-27e77ad62890,159,"Statistics Canada's Marine International Freight Survey, 2005-2007","This survey collects data on international shipping, that is, vessels involved in international transport of commodities that load or unload their cargoes in Canadian ports.  Data on theorigin, destination, type of commodity and the quantity are collected.",,Access constraints License: Formal permission to do something  Use constraints License: Formal permission to do something   ,,,2011-08-24T12:29:29,,,Gretchen GordonStatistics Canada416-952-4041Gretchen.Gordon@statcan.gc.ca,,-93.21###-74.49###40.39###50.74,,
 iso19139,f7e9fc74-1aaf-4583-b6fd-6fc4d2aeaf46,227,Shore Type Classification - Lake Superior,"Uses existing shoreline classification data to map bedrock, sand, and cohesive shorelines on Lake Superior","BEDROCK, COHESIVE SHORELINE, GIS, LAKE SUPERIOR, SAND, SHORELINE CLASSIFICATION",Access constraints Other restrictions: Limitation not listed  Use constraints Other restrictions: Limitation not listed   ,,###http://iugls.org/docstore/projectarchive/CZN_CoastalZone/CZN08_ErosionImpactAnalysis/Additional_Archived/Data/LakeSuperior_ShorelineType.zip,2014-03-10T16:08:45,,,Mike ShantzEnvironment Canadamike.shantz@ec.gc.ca###Mike ShantzEnvironment CanadaMetadata Authormike.shantz@ec.gc.ca,,-92.5###-83.5###46###49,,
 iso19139,ac7dc352-1602-4f30-aa6f-b1ea03600a88,783,AOC - Lake Surface Temperature (MODIS),,"Temp, Temperature, GLOS, MODIS, LST, SST, MTRI, AOC, Satellite, Sea Surface Temperature, Lake Surface Temperature",Use constraints Other restrictions: Limitation not listed  Other constraints LICENSE  LICENSE,UnknownUnknown,###http://tds.glos.us/thredds/mtri/aoc.xml######http://tds.glos.us/thredds/mtri/aoc.html######http://tds.glos.us/thredds/mtri/aoc.xml######http://tds.glos.us/thredds/mtri/aoc.html,2015-08-21,,,,,,,
 iso19139,5d4b6ac0-60aa-4ad7-8902-6a7f88620ffc,113,USGS Science in the Great Lakes (SiGL) Mapper  (BETA),Displays information about projects and programs around the Great Lakes. Mapper is in Beta form. Users may submit data for inclusion via an Excel spreadsheet available at http://wi.water.usgs.gov/wim/LaMP_mapper/index.html,"water; USGS; streamflow; sediment; sampling; mercury; pathogens; drilling; non-point; nonpoint; surface-water; hydrology; lakes; streams; rivers; runoff Great Lakes, Wisconsin",     ,,###http://wim.usgs.gov/LaMP/LaMPMapper.html#?######http://slrfvm.glos.us/geonetwork/srv/en/resources.get?uuid=5d4b6ac0-60aa-4ad7-8902-6a7f88620ffc&fname=&access=private,2014-01-17T18:38:38,,http://data.glos.us/metadata/srv/eng/resources.get?uuid=5d4b6ac0-60aa-4ad7-8902-6a7f88620ffc&fname=SiGL_Mapper_s.png###http://data.glos.us/metadata/srv/eng/resources.get?uuid=5d4b6ac0-60aa-4ad7-8902-6a7f88620ffc&fname=SiGL_Mapper.png,Jennifer BruceWisconsin Internet Mapping (WiM)Outreach Coordinator608-821-39068505 Research WayMiddletonWI53562United Statesjlbruce@usgs.gov###Lisa FogertySGS Michigan Water Science Center(Michigan LaMP contact)517-887-8968MI###Kathy KochLimnoTechData Curatorkrkoch@limno.com,2011-05-03T12:14:00,-93.21###-74.49###40.39###50.74,,
